recipientName,count,sum_amount
Rep. John M. Shimkus,1,"2,000.00"
Rep. Michael J. Bost,1,"2,000.00"
Rep. J. Luis Correa,1,"2,000.00"
"Rep. Jeff Van Drew, D.D.S.",1,"2,000.00"
"West Virginia Republican Party, Inc.",1,"2,000.00"
Sen. Marsha Wedgeworth Blackburn (R),1,"2,000.00"
Rep. Tom Graves (R),1,"2,000.00"
Rep. Jacqueline Walorski (R),1,"2,000.00"
Rep. Katherine Porter (D),1,"2,000.00"
Sen. Rand Howard Paul (R),1,"2,000.00"
Rep. Anthony Gregory Brown (D),1,"2,000.00"
Rep. Salud O. Carbajal (D),1,"2,000.00"
Ray Buckley - New Hampshire Demo Party Chairman,1,"2,000.00"
Chuck Fleishmann,1,"2,000.00"
The Honorable Dick Durbin,1,"2,000.00"
Joyce Beatty for Congress,1,"2,000.00"
Rep. Jeffrey D. Duncan,1,"2,000.00"
Andy Barr for Congress ,1,"2,000.00"
AGA PAC,1,"2,000.00"
Coordinated Campaign Fundraising,1,"2,000.00"
Rep. Michael Waltz (FL-06),1,"2,000.00"
U.S. Senator Tammy Baldwin,1,"2,000.00"
The Honorable Katherine Clark ,1,"2,000.00"
The Honorable Steve Bullock,1,"2,000.00"
The Honorable Mark Warner ,1,"2,000.00"
The Honorable Bob Menendez,1,"2,000.00"
"""William """"Troy"""" Balderson""",1,"2,000.00"
Grassley,1,"2,000.00"
McGovern,1,"2,000.00"
Rep. Kenneth R. Buck,1,"2,000.00"
Rep Rick W Allen,1,"2,000.00"
Representative Greg Stanton ,1,"2,000.00"
Rep. Kevin Brady Leadership PAC,1,"2,000.00"
Jose Luis Correa,1,"2,000.00"
McConnell. Mitch,1,"2,000.00"
John Boozman ,1,"2,000.00"
Rep. Frank Dean Lucas ,1,"2,000.00"
Sen. Mike Enzi,1,"2,000.00"
"Menendez, Robert (D-NJ) ",1,"2,000.00"
Rep. Chuck Fleischmann ,1,"2,000.00"
Candidate MJ Hegar,1,"2,000.00"
"Mark Warner, S VA",1,"2,000.00"
ROBERT CONWAY,1,"2,000.00"
Dr. Greg Murphy,1,"2,000.00"
Self-Insurance PAC,1,"2,000.00"
MICHAEL BURGESS,1,"2,000.00"
JAMES LANKFORD,1,"2,000.00"
Candidate Cal Cunningham,1,"2,000.00"
ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE ARKPAC,1,"2,000.00"
LETS GET TO WORK PAC,1,"2,000.00"
M.J. Hegar,1,"2,000.00"
Juan C Vargas,1,"2,000.00"
Rep. Dr. Roger Marshall,1,"2,000.00"
Cong. G. T. Thompson,1,"2,000.00"
Cong. Suzanne Bonamici,1,"2,000.00"
Virginia Foxx  ,1,"2,000.00"
"Fitzgerald, Scott ",1,"2,000.00"
American Cable Association PAC ,1,"2,000.00"
U.S. Senator Jack Reed,1,"2,000.00"
Rep. Ted Lieu ,1,"2,000.00"
Sen. Josh Hawley ,1,"2,000.00"
Senator Jacklyn Rosen,1,"2,000.00"
Rep Ron Kind,1,"2,000.00"
Rep Jefferson Van Drew,1,"2,000.00"
FUTURE FORUM PAC,1,"2,000.00"
Congressman Fred Upton,1,"2,000.00"
Recipients of Crapo Victory Fund,1,"2,000.00"
William Richard Keating,1,"2,000.00"
Aston Donald Mceachin,1,"2,000.00"
Congressman Gary Peters,1,"2,000.00"
Candidate Tom Tiffany,1,"2,000.00"
Candidate Scott Fitzgerald,1,"2,000.00"
Cut the Bull PAC,1,"2,000.00"
National Republican Congressional Committee-Building Fund,1,"2,000.00"
DBM PAC,1,"2,000.00"
Representative Garret Neal Graves,1,"2,000.00"
Senator Susan Margaret Collins,1,"2,000.00"
Representative Earl Blumenauer,1,"2,000.00"
Ron Wyden ,1,"2,000.00"
The Honorable Gregory Meeks,1,"2,000.00"
The Honorable William Clay,1,"2,000.00"
"Ken. Calvert, CA-42",1,"2,000.00"
